"taxon","OTU","rs_taxon","nb_taxon","rs_OTU","nb_OTU","slope_OTU","slope_taxon"
"ariadnae","atlas_gr_cluster_7",4.74295282097492,-1.95650288828122,5.60660490472969,-0.803162494154309,0.000289542945389085,8.19790944783448e-05
"astarte","leonhardii_gr_cluster_4",4.42673892163663,-2.67892746837875,4.42673892163663,-2.68007669965599,0.00457748379644423,0.00457748379644423
"atlas","atlas_gr_cluster_8",5.74804530679969,-1.73191571026621,5.79559015935837,-1.4587602419297,0.00062170038702454,0.000648030057819517
"australis","leonhardii_gr_cluster_5",3.13576851456782,-1.18425803966171,3.13576851456782,-1.18398398529838,0.00188711701323512,0.00188711701323512
"brooksi","schomburgkii_gr_cluster_3",5.67588003164016,-1.87929418128193,5.67588003164016,-1.87965434253939,0.00062636915580819,0.00062636915580819
"calurus","schomburgkii_gr_cluster_8",5.10941991777726,-1.14483444764753,5.10941991777726,-1.1444203270573,0.000839027392357265,0.000839027392357265
"coggeri","essingtonii_gr_cluster_3",2.64640372622307,-3.37571904992856,2.64640372622307,-3.37600130474262,0.00967582180692535,0.00967582180692535
"duricola","atlas_gr_cluster_2",4.5833688298927,-2.43679916139349,5.77752541562045,-1.08165914022406,0.000958998366802609,0.00144412060578268
"dux","atlas_gr_cluster_4",5.65451537121592,-1.95917346705572,5.65451537121592,-1.96031652403003,0.000413731032892848,0.000413731032892848
"ehmanni","colletti_gr_cluster_2",2.19589965240923,-2.73248810487413,2.49136169383427,-3.35303856434989,0.00298467314644146,0.0433782270273411
"essingtonii","essingtonii_gr_cluster_2",4.63172779400329,-2.75812341965128,2.75891189239797,-2.86406466557589,0.00420552193213808,0.0232467181322313
"essingtonii","essingtonii_gr_cluster_4",4.63172779400329,-2.75812341965128,2.98677173426624,-4.4861366118276,0.00288114967886569,0.0232467181322313
"euclae","schomburgkii_gr_cluster_6",4.30124708863621,-2.07357086925818,5.74790797189308,-0.673626257095112,0.00363926284392118,0.00077091552057984
"grandis","atlas_gr_cluster_5",5.82413690275029,0.270193061275575,5.82413690275029,0.269379371963928,0.000142274359570017,0.000142274359570017
"greeri","leonhardii_gr_cluster_9",5.44320194718804,-0.238249499360427,5.44320194718804,-0.239067350537187,0.000575012813718092,0.000575012813718092
"hanloni","atlas_gr_cluster_3",5.03492109574859,-0.851769740602218,5.03492109574859,-0.850973102058952,0.00271554293232766,0.00271554293232766
"hebetior","leonhardii_gr_cluster_3",5.16114630571684,-1.71053064214573,5.16114630571684,-1.70977863120828,0.00552160577489792,0.00552160577489792
"inornatus","inornatus_gr_cluster_2",6.55213091585749,0.0156692675491918,6.43349621420719,-0.505822450491478,0.000787947837479904,0.000997156549000239
"inornatus","inornatus_gr_cluster_8",6.55213091585749,0.0156692675491918,5.1133382594234,-2.03479405092545,0.00143828905098017,0.000997156549000239
"joanae","essingtonii_gr_cluster_6",5.15350693946933,-0.796575777761232,5.15350693946933,-0.796501111356866,5.09372160661442e-05,5.09372160661442e-05
"lateralis","inornatus_gr_cluster_5",5.38831438711774,-0.859778195563017,5.38831438711774,-0.85901960789371,0.00452945578607784,0.00452945578607784
"leae","leonhardii_gr_cluster_8",5.94018017496175,-1.58264007065325,5.94018017496175,-1.5839560021444,0.000250656753982252,0.000250656753982252
"leonhardii","leonhardii_gr_cluster_1",6.25276252331396,-1.29384645700912,5.73083555016041,-1.88566721122064,0.000880834822062438,0.00202364289764897
"leonhardii","leonhardii_gr_cluster_11",6.25276252331396,-1.29384645700912,5.76286979121132,-0.574340763564717,0.000815024649718275,0.00202364289764897
"mastigura","inornatus_gr_cluster_9",4.37267270704506,-2.13778520310208,4.37267270704506,-2.138700306936,0.000803915974196498,0.000803915974196498
"olympicus","leonhardii_gr_cluster_7",5.38376690893418,-1.55405532581944,5.38376690893418,-1.55480081602634,0.000799797095758047,0.000799797095758047
"orientalis","leonhardii_gr_cluster_2",5.71368370657302,-1.06910630419855,5.81237717321473,-0.724304407024869,0.000863463864832344,0.000397538272321982
"pallasotus","atlas_gr_cluster_1",4.59006123080374,-1.47883832179811,4.59006123080374,-1.47829477721222,0.00368213537101002,0.00368213537101002
"pantherinus","pantherinus_gr_cluster_1",6.58273463603423,-0.411348465379394,4.79929918610464,-0.367572217465697,0.00398326510483238,0.000985295819812709
"pantherinus","pantherinus_gr_cluster_2",6.58273463603423,-0.411348465379394,5.17851652373358,-1.33263660979236,0.000352079068111983,0.000985295819812709
"pantherinus","pantherinus_gr_cluster_3",6.58273463603423,-0.411348465379394,5.48567033000739,-0.0304074309731393,0.000997467996738474,0.000985295819812709
"pantherinus","pantherinus_gr_cluster_4",6.58273463603423,-0.411348465379394,6.3297628587858,-0.470471769519632,0.000227278058926969,0.000985295819812709
"piankai","atlas_gr_cluster_2",5.57490707983262,-0.45364008718138,5.77752541562045,-1.08165914022406,0.000958998366802609,0.000294940112968639
"pulchellus","leonhardii_gr_cluster_6",4.55590421491663,-2.22313667463307,4.55590421491663,-2.22271257661813,0.00296065490556169,0.00296065490556169
"quattuordecimlineatus","atlas_gr_cluster_8",5.88088787314201,-0.495366489794159,5.79559015935837,-1.4587602419297,0.00062170038702454,0.000251302343194736
"quattuordecimlineatus","leonhardii_gr_cluster_12",5.88088787314201,-0.495366489794159,5.99592901165337,-0.388071095883768,0.000619304393588143,0.000251302343194736
"regius","leonhardii_gr_cluster_10",5.85557548309827,-1.19708168599343,5.85557548309827,-1.1954769495569,0.000463145266072139,0.000463145266072139
"robustus","inornatus_gr_cluster_3",5.61870479739303,-1.26479212477531,5.61870479739303,-1.26416178021339,-3.84352218624073e-05,-3.84352218624073e-05
"schomburgkii","schomburgkii_gr_cluster_5",6.43504317556398,-0.677925388497209,6.00618483647517,-0.443211857191704,0.000681843022686084,0.00251005922864507
"schomburgkii","schomburgkii_gr_cluster_7",6.43504317556398,-0.677925388497209,6.04011873046269,-0.920832263606645,0.000335450842204478,0.00251005922864507
"spaldingi","inornatus_gr_cluster_6",6.46999098990375,0.460676246239565,6.04347309740487,-0.255709451710004,0.00033108565306051,0.00358730232747432
"spaldingi","inornatus_gr_cluster_7",6.46999098990375,0.460676246239565,5.4145104106643,-0.891863953209092,0.000505194310514772,0.00358730232747432
"strauchii","schomburgkii_gr_cluster_2",5.90906047976669,-0.903298137090815,5.68572830660645,-1.49761315886036,0.00141383355451412,0.00593290003110237
"strauchii","schomburgkii_gr_cluster_4",5.90906047976669,-0.903298137090815,5.18214063519097,-0.775076974553917,0.00121994909148215,0.00593290003110237
"superciliaris","inornatus_gr_cluster_1",6.03178764984862,-0.617698802428954,5.0719261706011,-0.332644294312121,0.0043558951601043,0.00155093336520411
"superciliaris","inornatus_gr_cluster_4",6.03178764984862,-0.617698802428954,5.46466388599354,-1.22112719533977,0.000494263771366471,0.00155093336520411
"taeniatus","schomburgkii_gr_cluster_6",5.36885565196464,-0.997895861482772,5.74790797189308,-0.673626257095112,0.00363926284392118,0.00196086853723536
"taeniolatus","taeniolatus_gr_cluster_2",5.62992107204968,0.394900546086311,5.62992107204968,0.394700584358249,0.00233264184149546,0.00233264184149546
"vertebralis","essingtonii_gr_cluster_5",4.10119698586534,-2.34426066835489,4.10119698586534,-2.34488155709695,0.000934164883605059,0.000934164883605059
"zebrilla","schomburgkii_gr_cluster_1",3.23779499327392,-3.17082239444185,3.23779499327392,-3.17050247739587,0.00745110815219849,0.00745110815219849
