,CUMV_14591_Ct_hele,CUMV_14596_Ct_hele,CUMV_14601_Ct_hele,CUMV_14602_Ct_hele,CUMV_14604_Ct_hele,CUMV_14606_Ct_hele,CUMV_14611_Ct_hele,CUMV_14612_Ct_hele,CUMV_14656_Ct_hele,NA_ABTC31797_Ct_saxa,NA_ABTC60781_Ct_hele,SAMR_29707_Ct_brac,SAMR_36252_Ct_brac,SAMR_36349_Ct_brac,SAMR_44367_Ct_hele,SAMR_45480_Ct_saxa,SAMR_46119_Ct_hele,SAMR_46880_Ct_saxa,SAMR_48710_Ct_hele,SAMR_50208_Ct_saxa,UMMZ_242614_Ct_hele,UMMZ_242616_Ct_hele,UMMZ_242623_Ct_hele,UMMZ_244288_ct_inor,WAMR_094929_Ct_hele,WAMR_102423_Ct_saxa,WAMR_102771_Ct_hele,WAMR_129923_Ct_hele,WAMR_131009_Ct_hele,WAMR_131018_Ct_fall,WAMR_131371_Ct_hele,WAMR_135396_Ct_hele,WAMR_140720_Ct_hele,WAMR_145567_Ct_hele,WAMR_152991_Ct_seve,WAMR_166390_Ct_hele,WAMR_166391_Ct_hele
NA_ABTC60781_Ct_hele,1084.36493078868,1084.36493078868,1084.36493078868,1084.36493078868,1084.36493078868,1048.24381389282,1048.24381389282,1335.77070918352,1048.24381389282,436.94632394048,NA,1722.42049399134,1847.21524034384,1182.64047548559,614.444627701151,707.422987644685,590.031852681616,845.480002856354,692.01201286385,622.929741335003,780.984838956629,780.984838956629,322.173029060558,1808.89307352492,591.063306773204,1507.28703492776,1117.61379221977,1240.8575499092,1375.72377640443,1765.90135129608,1603.43141339017,1354.27730021543,1166.39501284125,1228.59028489559,1502.57613586681,604.798275285641,458.330917225558
SAMR_29707_Ct_brac,2020.47408319174,2020.47408319174,2020.47408319174,2020.47408319174,2020.47408319174,1723.28537521418,1723.28537521418,2141.06035291905,1723.28537521418,1288.20387010408,1722.42049399134,NA,193.913010145095,628.821983967284,1292.41507816434,1155.35732928794,1365.96634359872,880.459300153001,1266.47226248006,1139.47363453495,2410.96021652917,2410.96021652917,2002.0627285849,2747.29972677461,2068.06517328871,2679.30328048198,2222.79802334632,2437.95116268333,2692.47450361714,2668.5444523334,2780.58407112608,2594.42906543071,2406.88710596891,2609.2807583116,2336.42311436543,1454.51668646309,1516.20564121162
SAMR_36252_Ct_brac,2045.52762302814,2045.52762302814,2045.52762302814,2045.52762302814,2045.52762302814,1740.15323525545,1740.15323525545,2144.69132526378,1740.15323525545,1419.55507504695,1847.21524034384,193.913010145095,NA,806.145142374009,1372.60445904684,1235.97155612546,1443.33297510329,1018.84925641634,1336.58649543244,1243.9666393829,2505.07651966634,2505.07651966634,2112.88532568599,2743.20986852772,2150.64704837463,2704.92367858016,2256.48804118683,2473.92869039477,2735.78496908678,2662.58730178358,2804.17418979025,2630.73917281217,2449.06292462005,2662.91288547939,2334.30860207188,1524.72170029551,1601.7233500113
SAMR_36349_Ct_brac,1766.69094200694,1766.69094200694,1766.69094200694,1766.69094200694,1766.69094200694,1518.03435465621,1518.03435465621,1948.28938991278,1518.03435465621,751.622254018211,1182.64047548559,628.821983967284,806.145142374009,NA,926.529067441503,810.285621718934,999.944283271256,374.046955591552,939.003791400443,711.744542567474,1933.32010000352,1933.32010000352,1490.64871260091,2551.68526549662,1634.39771415565,2393.38108900064,1930.60652107873,2129.16014241589,2352.52583481745,2481.7320936026,2497.55279517878,2278.79699007262,2080.38349394735,2241.25028416724,2151.61158340657,1102.03720603949,1107.33678653179
SAMR_44367_Ct_hele,850.85276817116,850.85276817116,850.85276817116,850.85276817116,850.85276817116,646.628333781717,646.628333781717,1056.45861208771,646.628333781717,422.290344757196,614.444627701151,1292.41507816434,1372.60445904684,926.529067441503,NA,137.218816638274,75.4576039610746,561.24116738106,79.9526026989515,227.517664105164,1135.93964961404,1135.93964961404,784.509864523815,1643.29205787359,778.270594326849,1466.86267452843,1004.40444616196,1203.18148300078,1433.48979657849,1578.15707957791,1571.03742509131,1354.02319066153,1156.65417999245,1332.72163251748,1256.93517986843,175.713294002002,230.998869663588
SAMR_45480_Ct_saxa,956.744399364102,956.744399364102,956.744399364102,956.744399364102,956.744399364102,723.820321904603,723.820321904603,1147.36714194462,723.820321904603,427.258739563527,707.422987644685,1155.35732928794,1235.97155612546,810.285621718934,137.218816638274,NA,210.806255993879,457.711994315432,128.719089539842,166.35376216363,1270.88650500649,1270.88650500649,906.855341443572,1744.73227149207,915.29570249887,1587.00911286745,1123.24001949285,1326.7249273109,1562.76022223678,1676.69952213174,1691.0432796982,1479.29250098956,1283.3593960649,1465.60923799523,1350.00855032553,304.564154340986,366.02994154281
SAMR_46119_Ct_hele,783.998655803943,783.998655803943,783.998655803943,783.998655803943,783.998655803943,595.399347650089,595.399347650089,995.834294710577,595.399347650089,457.213652694403,590.031852681616,1365.96634359872,1443.33297510329,999.944283271256,75.4576039610746,210.806255993879,NA,632.553849556834,116.724963527013,294.933289808492,1069.21123411372,1069.21123411372,733.082984462672,1577.04662171196,707.442045136865,1393.84327393149,932.095606075271,1129.27418660059,1358.28676156088,1513.18278011897,1498.02337756704,1279.62191190833,1081.96845145208,1257.27098408181,1194.82114259264,102.600015651327,168.850729270101
SAMR_46880_Ct_saxa,1410.14828600489,1410.14828600489,1410.14828600489,1410.14828600489,1410.14828600489,1180.5465843112,1180.5465843112,1605.06895269363,1180.5465843112,408.977448629277,845.480002856354,880.459300153001,1018.84925641634,374.046955591552,561.24116738106,457.711994315432,632.553849556834,NA,584.389554532866,339.931900645955,1571.39539155226,1571.39539155226,1138.95327684247,2200.74025591124,1262.6190621722,2025.81731841195,1564.62311624254,1759.65038622963,1979.5029229947,2133.57898083575,2129.97999483896,1907.96202893805,1709.06352985818,1867.25535816047,1807.64225315865,735.142842129266,733.473635826086
SAMR_48710_Ct_hele,828.116942033985,828.116942033985,828.116942033985,828.116942033985,828.116942033985,601.398759397313,601.398759397313,1021.35654550349,601.398759397313,492.88057555602,692.01201286385,1266.47226248006,1336.58649543244,939.003791400443,79.9526026989515,128.719089539842,116.724963527013,584.389554532866,NA,269.405465633341,1182.78360937174,1182.78360937174,849.1891168418,1616.7779250808,817.096943761167,1459.36771160303,995.480172270622,1200.30408899307,1439.49455416522,1549.22522580022,1563.33809990032,1353.55002847112,1158.53815768595,1346.25815468901,1223.59216600338,188.495292383582,285.550761760779
SAMR_50208_Ct_saxa,1077.87496378607,1077.87496378607,1077.87496378607,1077.87496378607,1077.87496378607,869.084975899196,869.084975899196,1283.36389513241,869.084975899196,273.832522729868,622.929741335003,1139.47363453495,1243.9666393829,711.744542567474,227.517664105164,166.35376216363,294.933289808492,339.931900645955,269.405465633341,NA,1272.20379060408,1272.20379060408,869.058524196654,1870.58710773261,941.01538287145,1686.2759971494,1225.82626464433,1419.75285270674,1640.80873337824,1805.65468739985,1790.41831246794,1568.07886087174,1369.26728579164,1531.37141238953,1484.19955647825,397.313900893213,398.054033098378
UMMZ_242614_Ct_hele,925.243105440421,925.243105440421,925.243105440421,925.243105440421,925.243105440421,1114.81209978535,1114.81209978535,1131.31720203401,1114.81209978535,1184.46727296622,780.984838956629,2410.96021652917,2505.07651966634,1933.32010000352,1135.93964961404,1270.88650500649,1069.21123411372,1571.39539155226,1182.78360937174,1272.20379060408,NA,0,458.961797105861,1351.3897341602,379.381377349735,961.129876603619,789.571497380646,764.41113710417,750.485862423219,1341.60987409695,1030.69514188547,798.0533207093,683.89914647177,588.025598013589,1205.81877355228,1002.85284261486,905.096625845221
UMMZ_242616_Ct_hele,925.243105440421,925.243105440421,925.243105440421,925.243105440421,925.243105440421,1114.81209978535,1114.81209978535,1131.31720203401,1114.81209978535,1184.46727296622,780.984838956629,2410.96021652917,2505.07651966634,1933.32010000352,1135.93964961404,1270.88650500649,1069.21123411372,1571.39539155226,1182.78360937174,1272.20379060408,0,NA,458.961797105861,1351.3897341602,379.381377349735,961.129876603619,789.571497380646,764.41113710417,750.485862423219,1341.60987409695,1030.69514188547,798.0533207093,683.89914647177,588.025598013589,1205.81877355228,1002.85284261486,905.096625845221
UMMZ_242623_Ct_hele,954.411063927745,954.411063927745,954.411063927745,954.411063927745,954.411063927745,1013.33186822683,1013.33186822683,1202.95923965099,1013.33186822683,739.042967936855,322.173029060558,2002.0627285849,2112.88532568599,1490.64871260091,784.509864523815,906.855341443572,733.082984462672,1138.95327684247,849.1891168418,869.058524196654,458.961797105861,458.961797105861,NA,1596.45919678038,348.088556930846,1257.64360936931,925.185590777775,1004.81801685475,1098.17541639059,1564.57911172157,1347.16786020425,1097.18829107528,924.678974189458,942.938141322421,1341.03535864112,701.077914787514,566.304197722471
UMMZ_244288_ct_inor,793.080269303543,793.080269303543,793.080269303543,793.080269303543,793.080269303543,1040.58889420616,1040.58889420616,610.208779003561,1040.58889420616,1989.32916471568,1808.89307352492,2747.29972677461,2743.20986852772,2551.68526549662,1643.29205787359,1744.73227149207,1577.04662171196,2200.74025591124,1616.7779250808,1870.58710773261,1351.3897341602,1351.3897341602,1596.45919678038,NA,1249.16361947015,408.19212580019,692.32548645262,598.447690055159,651.455908142965,83.6554674049342,386.349982914618,559.733757917618,681.008074511679,791.852052655409,410.974694490304,1476.24835618563,1528.82092334829
WAMR_094929_Ct_hele,633.773916806529,633.773916806529,633.773916806529,633.773916806529,633.773916806529,761.574578090534,761.574578090534,873.799255181391,761.574578090534,910.037142141011,591.063306773204,2068.06517328871,2150.64704837463,1634.39771415565,778.270594326849,915.29570249887,707.442045136865,1262.6190621722,817.096943761167,941.01538287145,379.381377349735,379.381377349735,348.088556930846,1249.16361947015,NA,921.250202425008,578.897822244758,661.290974524198,785.565219114259,1216.51464079572,1015.05779451034,765.072200683974,583.007336633213,642.696925734767,999.103341446953,632.324948735173,551.868194136222
WAMR_102423_Ct_saxa,659.729944734651,659.729944734651,659.729944734651,659.729944734651,659.729944734651,966.188820552399,966.188820552399,611.007189879812,966.188820552399,1754.92981527305,1507.28703492776,2679.30328048198,2704.92367858016,2393.38108900064,1466.86267452843,1587.00911286745,1393.84327393149,2025.81731841195,1459.36771160303,1686.2759971494,961.129876603619,961.129876603619,1257.64360936931,408.19212580019,921.250202425008,NA,463.929883593464,272.366407099672,244.161940350484,424.967840371257,104.180435304403,164.41303836795,341.240321459408,385.967439066369,500.071363279978,1291.49320237995,1307.44922952773
WAMR_102771_Ct_hele,227.364581352738,227.364581352738,227.364581352738,227.364581352738,227.364581352738,536.08234290525,536.08234290525,348.292665287269,536.08234290525,1312.02646492326,1117.61379221977,2222.79802334632,2256.48804118683,1930.60652107873,1004.40444616196,1123.24001949285,932.095606075271,1564.62311624254,995.480172270622,1225.82626464433,789.571497380646,789.571497380646,925.185590777775,692.32548645262,578.897822244758,463.929883593464,NA,218.2231775191,490.208648973562,648.568729584538,567.858820920857,374.652479656377,214.206155258653,469.137823522074,425.669566613623,829.539443332373,856.011453964727
WAMR_129923_Ct_hele,441.377348562266,441.377348562266,441.377348562266,441.377348562266,441.377348562266,752.539383166979,752.539383166979,489.844963928317,752.539383166979,1482.75321776849,1240.8575499092,2437.95116268333,2473.92869039477,2129.16014241589,1203.18148300078,1326.7249273109,1129.27418660059,1759.65038622963,1200.30408899307,1419.75285270674,764.41113710417,764.41113710417,1004.81801685475,598.447690055159,661.290974524198,272.366407099672,218.2231775191,NA,275.994844128348,579.67661680597,374.752550006018,156.82024657088,82.6381008863354,293.695635076235,476.870570957884,1027.47325821637,1037.05863352935
WAMR_131009_Ct_hele,716.226368420277,716.226368420277,716.226368420277,716.226368420277,716.226368420277,1026.28396252213,1026.28396252213,750.067895276763,1026.28396252213,1671.46462827581,1375.72377640443,2692.47450361714,2735.78496908678,2352.52583481745,1433.48979657849,1562.76022223678,1358.28676156088,1979.5029229947,1439.49455416522,1640.80873337824,750.485862423219,750.485862423219,1098.17541639059,651.455908142965,785.565219114259,244.161940350484,490.208648973562,275.994844128348,NA,668.517586595414,286.420215622775,139.374057463365,286.751862859182,162.728861899046,691.266244432533,1258.97654008106,1247.04289172855
WAMR_131018_Ct_fall,730.589763034056,730.589763034056,730.589763034056,730.589763034056,730.589763034056,967.231775116523,967.231775116523,535.7244687101,967.231775116523,1931.84552733437,1765.90135129608,2668.5444523334,2662.58730178358,2481.7320936026,1578.15707957791,1676.69952213174,1513.18278011897,2133.57898083575,1549.22522580022,1805.65468739985,1341.60987409695,1341.60987409695,1564.57911172157,83.6554674049342,1216.51464079572,424.967840371257,648.568729584538,579.67661680597,668.517586595414,NA,423.108968163659,563.353042958231,662.005598805534,798.583580563698,333.959357702197,1413.15740503325,1471.15163378093
WAMR_131371_Ct_hele,760.2338235629,760.2338235629,760.2338235629,760.2338235629,760.2338235629,1064.37785952693,1064.37785952693,695.123121461299,1064.37785952693,1857.44720396812,1603.43141339017,2780.58407112608,2804.17418979025,2497.55279517878,1571.03742509131,1691.0432796982,1498.02337756704,2129.97999483896,1563.33809990032,1790.41831246794,1030.69514188547,1030.69514188547,1347.16786020425,386.349982914618,1015.05779451034,104.180435304403,567.858820920857,374.752550006018,286.420215622775,423.108968163659,NA,250.302820292929,440.032636340065,444.620631253139,564.027585997519,1395.67327016519,1411.03569906971
WAMR_135396_Ct_hele,595.059081769847,595.059081769847,595.059081769847,595.059081769847,595.059081769847,906.76706258355,906.76706258355,611.98696353192,906.76706258355,1619.72184997665,1354.27730021543,2594.42906543071,2630.73917281217,2278.79699007262,1354.02319066153,1479.29250098956,1279.62191190833,1907.96202893805,1353.55002847112,1568.07886087174,798.0533207093,798.0533207093,1097.18829107528,559.733757917618,765.072200683974,164.41303836795,374.652479656377,156.82024657088,139.374057463365,563.353042958231,250.302820292929,NA,199.687968869774,235.449750756833,553.811078880744,1178.38227658152,1180.89580536826
WAMR_140720_Ct_hele,440.914997360116,440.914997360116,440.914997360116,440.914997360116,440.914997360116,746.126792039211,746.126792039211,530.356070877751,746.126792039211,1420.81625479793,1166.39501284125,2406.88710596891,2449.06292462005,2080.38349394735,1156.65417999245,1283.3593960649,1081.96845145208,1709.06352985818,1158.53815768595,1369.26728579164,683.89914647177,683.89914647177,924.678974189458,681.008074511679,583.007336633213,341.240321459408,214.206155258653,82.6381008863354,286.751862859182,662.005598805534,440.032636340065,199.687968869774,NA,256.802895392366,542.357037151016,981.211977486322,981.252264880838
WAMR_145567_Ct_hele,693.231021046505,693.231021046505,693.231021046505,693.231021046505,693.231021046505,991.519068216182,991.519068216182,781.395229842452,991.519068216182,1542.91777166928,1228.59028489559,2609.2807583116,2662.91288547939,2241.25028416724,1332.72163251748,1465.60923799523,1257.27098408181,1867.25535816047,1346.25815468901,1531.37141238953,588.025598013589,588.025598013589,942.938141322421,791.852052655409,642.696925734767,385.967439066369,469.137823522074,293.695635076235,162.728861899046,798.583580563698,444.620631253139,235.449750756833,256.802895392366,NA,763.918541507312,1161.14392840223,1134.0267947102
WAMR_152991_Ct_seve,426.110717305551,426.110717305551,426.110717305551,426.110717305551,426.110717305551,634.671495152014,634.671495152014,203.32552279494,634.671495152014,1626.42237590996,1502.57613586681,2336.42311436543,2334.30860207188,2151.61158340657,1256.93517986843,1350.00855032553,1194.82114259264,1807.64225315865,1223.59216600338,1484.19955647825,1205.81877355228,1205.81877355228,1341.03535864112,410.974694490304,999.103341446953,500.071363279978,425.669566613623,476.870570957884,691.266244432533,333.959357702197,564.027585997519,553.811078880744,542.357037151016,763.918541507312,NA,1096.97500793182,1167.91806233351
WAMR_166390_Ct_hele,683.201456026849,683.201456026849,683.201456026849,683.201456026849,683.201456026849,510.19846936947,510.19846936947,899.418540999109,510.19846936947,540.502277900448,604.798275285641,1454.51668646309,1524.72170029551,1102.03720603949,175.713294002002,304.564154340986,102.600015651327,735.142842129266,188.495292383582,397.313900893213,1002.85284261486,1002.85284261486,701.077914787514,1476.24835618563,632.324948735173,1291.49320237995,829.539443332373,1027.47325821637,1258.97654008106,1413.15740503325,1395.67327016519,1178.38227658152,981.211977486322,1161.14392840223,1096.97500793182,NA,147.513672380768
WAMR_166391_Ct_hele,743.671401044393,743.671401044393,743.671401044393,743.671401044393,743.671401044393,621.926267796112,621.926267796112,977.831651966975,621.926267796112,460.704126633066,458.330917225558,1516.20564121162,1601.7233500113,1107.33678653179,230.998869663588,366.02994154281,168.850729270101,733.473635826086,285.550761760779,398.054033098378,905.096625845221,905.096625845221,566.304197722471,1528.82092334829,551.868194136222,1307.44922952773,856.011453964727,1037.05863352935,1247.04289172855,1471.15163378093,1411.03569906971,1180.89580536826,981.252264880838,1134.0267947102,1167.91806233351,147.513672380768,NA
